Vendor,Organization,RegisteredOrgCount,Website,City,State,Category,Email
Nupe Market,Kappa Alpha Psi,1,https://nupemarket.com/,,,Apparel,info@nupemarket.com
"Nupe Swagg, LLC",Kappa Alpha Psi,1,https://www.nupeswagg.com/,,IL,Apparel,info@nupeswagg.com
"Nupevalley, LLC",Kappa Alpha Psi,1,,,GA,Apparel,nupevallley1911@gmail.com
Nuvision Kreations,"Delta Sigma Theta, Iota Phi Theta, Kappa Alpha Psi, Phi Beta Sigma, Sigma Gamma Rho, Zeta Phi Beta",6,https://www.nuvisionkreations.com/,Simpsonville,SC,Apparel,nuvisionkreations@gmail.com
Nvious LLC,Omega Psi Phi,1,https://shopnvious.com/,Baltimore,MD,Apparel,
OCM Enterprises LLC,Delta Sigma Theta,1,,Woodbridge,VA,Apparel,mccainfamily88@gmail.com
OT5,"Iota Phi Theta, Phi Beta Sigma",2,https://onlytook5.com/?srsltid=afmbooprju3bbl9mt11z3cpvozdifsyfznyforhynhz4uhbfmvt6as8g,Crandall,TX,Apparel,
"OWT of the Night, LLC.",Omega Psi Phi,1,https://www.facebook.com/CarlylePhillips,Baltimore,MD,Apparel,caphillips88@yahoo.com
Official Para Connect,Zeta Phi Beta,1,https://www.officialparaconnect.com/,Mount Holly,NC,Apparel,
Officially Yours,Delta Sigma Theta,1,https://officiallyyourgreekaparrel.com/,Rosedale,MD,Apparel,
Ogechi Ogamba,Zeta Phi Beta,1,https://www.beautifullypoised.com/,Los Angles,CA,Apparel,
Okella LLC,Delta Sigma Theta,1,https://www.okella.com/,Clayton,NC,Apparel,
Old Gold Goods,Alpha Phi Alpha,1,https://www.oldgoldgoods.com/,Fort Worth,TX,Apparel,
Oleta's Gifts,Delta Sigma Theta,1,,Ridgeland,MS,Apparel,oletasgiftbasket@bellsouth.net
Olorun Services,Omega Psi Phi,1,https://www.hallmott.com/,Desoto,TX,Apparel,marcus.hall@olosvc.com
"OmegaWoodWorks, LLC",Omega Psi Phi,1,https://www.instagram.com/omegawoodworksllc,Ellicott City,MD,Apparel,omegawoodworksllc@gmail.com
On Purpose,Zeta Phi Beta,1,,FRISCO,TX,Apparel,
OneStopTops LLC,Delta Sigma Theta,1,,Arlington,TX,Apparel,onestoptops30@gmail.com
"Only For The Initiated, LLC",Delta Sigma Theta,1,https://www.etsy.com/shop/OnlyForTheInitiated,GARDENA,CA,Apparel,
Only Took Five LLC,"Sigma Gamma Rho, Zeta Phi Beta",2,https://www.onlytookfive.com/,Crandall,TX,Apparel,onlytookfive@gmail.com
"Only for the Chosen, LLC",Delta Sigma Theta,1,,Baton Rouge,LA,Apparel,dorseybellanger@yahoo.com
Ooh Soo Crafty,"Phi Beta Sigma, Zeta Phi Beta",2,"https://oohsoocrafty.com/, https://www.oohsoocrafty.com/",Waxhaw,NC,Apparel,
Ooh Soo Crafty LLC,Delta Sigma Theta,1,https://oohsoocrafty.com/,Waxhaw,NC,Apparel,
"Ooh Soo Crafty*, LLC",Omega Psi Phi,1,https://www.orangewdesign.com/,Waxhaw,NC,Apparel,
Orange Web Graphic Design,"Phi Beta Sigma, Zeta Phi Beta",2,"https://truewaveapparel.com/, https://www.orangewdesign.com/",Huntsville,AL,Apparel,
Orme Enterprises DBA Sisterblu™,Zeta Phi Beta,1,https://www.sisterblu.com/,Kansas City,KS,Apparel,
"Our Amendments, Inc. d.b.a. Sorority Shop","Sigma Gamma Rho, Zeta Phi Beta",2,https://www.sororityshop.com/,Pottstown,PA,Apparel,steve@sqsmv.com
"Our Amendments, Inc. d.b.a.sorority shop",Delta Sigma Theta,1,https://www.sororityshop.com/,Pottstown,PA,Apparel,steve@sqsmv.com
PINC GATOR GEAR,Omega Psi Phi,1,https://www.pincgator.com/,Spring,TN,Apparel,pincgator@gmail.com
PL METTO,Delta Sigma Theta,1,,Richmond,VA,Apparel,indie98.will@gmail.com
PR Brooklyn Design and Services LLC,Delta Sigma Theta,1,https://www.prbrooklynds.com/,Buford,GA,Apparel,
"PV Designs, Inc.",Omega Psi Phi,1,https://www.facebook.com/dralvins.perry,Doraville,GA,Apparel,alvin@p5designs.com
Palmer Presents LLC,Omega Psi Phi,1,https://www.instagram.com/PalmerPresents,New Orleans,LA,Apparel,PalmerPresentsApparel@gmail.com
Palmetto Craftmasters LLC,"Delta Sigma Theta, Omega Psi Phi",2,https://www.palmettocraftmasters.com/,Macon,GA,Apparel,artistic71@gmail.com
Pandemiccraftee,Phi Beta Sigma,1,https://www.pandemic-craftee.com/,Camden,SC,Apparel,
Pandemiccraftee Llc,Zeta Phi Beta,1,https://www.pandemic-craftee.com/,Camden,SC,Apparel,
Para Frat,Zeta Phi Beta,1,,Richmond,VA,Apparel,parafrat@comcast.net
Para Frat designs,Delta Sigma Theta,1,,Richmond,VA,Apparel,parafrat@comcast.net
Pari ENVY,Delta Sigma Theta,1,https://www.parienvy.com/,Detroit,MI,Apparel,
Passionate Pebbles' Llc,Omega Psi Phi,1,https://passionatepebblespieces.com/,Northport,AL,Apparel,passionatepebbles08@gmail.com
"Passionate Pebbles, LLC",Kappa Alpha Psi,1,,Northport,AL,Apparel,passionatepebbles08@gmail.com
Pat's Aprons,Delta Sigma Theta,1,https://www.apronsthings.com/,Pascagoula,MS,Apparel,
Pat's Exclusives,Kappa Alpha Psi,1,https://www.patsexclusives.net/,,MD,Apparel,patsexclusives@gmail.com
Patrick's Bluprints,Phi Beta Sigma,1,https://www.etsy.com/shop/patricksbluprintsllc,St. Petersburg,FL,Apparel,
Patterson Scholarship Fund,Omega Psi Phi,1,,"Decatur, Lexington","GA, SC",Apparel,dpcustomfab@bellsouth.net
Pat’s Exclusives,Alpha Phi Alpha,1,https://www.patsexclusives.net/,Upper Marlboro,MD,Apparel,patsexclusives@gmail.com
"Pearls and Ropes Designs & Personalizations,  LLC",Delta Sigma Theta,1,,CONYERS,GA,Apparel,pearlsandropes@gmail.com
Pegasus Promotional Products,"Alpha Phi Alpha, Delta Sigma Theta",2,https://www.pegasuspromoproducts.com/,Brooklyn,NY,Apparel,
"Penz by Design, Inc.","Kappa Alpha Psi, Omega Psi Phi",2,https://www.penzbydesign.com/,Lilburn,GA,Apparel,stacy.penz@gmail.com
Perfect Apparel,"Iota Phi Theta, Kappa Alpha Psi, Phi Beta Sigma",3,http://www.perfectapparel.com/,"Indianapolis, Lilburn",IN,Apparel,onlinesales@perfectapparel.com
"Perfect Apparel, LLC","Alpha Phi Alpha, Delta Sigma Theta",2,http://www.perfectapparel.com/,Indianapolis,IN,Apparel,onlinesales@perfectapparel.com
"Perfect Apparel, LLC.",Sigma Gamma Rho,1,http://www.perfectapparel.com/,,,Apparel,onlinesales@perfectapparel.com
"PerfectApparel, LLC.",Omega Psi Phi,1,http://www.perfectapparel.com/,Indianapolis,IN,Apparel,onlinesales@perfectapparel.com
Phirst Pham Greek Boutique LLC,Alpha Phi Alpha,1,https://www.phirstphamgreek.com/,Newark,DE,Apparel,
"Phoenix Alumni Chapter of Kappa Alpha Psi Fraternity, Inc.",Kappa Alpha Psi,1,,,AZ,Apparel,phxkappas@gmail.com
Phoenix Paraphernalia,Zeta Phi Beta,1,,Goodyear,AZ,Apparel,
Pinc Gator Gear,Delta Sigma Theta,1,https://www.pgjoint.com/,Spring,TX,Apparel,
Pineal Consulting Group,Sigma Gamma Rho,1,,,,Apparel,clientservices@pinealconsulting.com
"Pledge Stones, LLC",Kappa Alpha Psi,1,https://www.pledgestones.com/,,VA,Apparel,dgarrison@pledgestones.com
Plume & Frater,Omega Psi Phi,1,https://karonskreations.com/,Dallas,TX,Apparel,karon75052@gmail.com
Politely Designed,Delta Sigma Theta,1,https://www.politelydesigned.com/,Knoxville,TN,Apparel,
"Poppie's Creations, LLC",Delta Sigma Theta,1,https://www.poppiescreations.com/,Byram,MS,Apparel,
"Positive Stationery & Gifts, LLC",Delta Sigma Theta,1,http://www.positivestationeryandgifts.com/,PEMBROKE PINES,FL,Apparel,
Positive Tee's & More,Iota Phi Theta,1,https://positiveteesandmore.com/,Grandview,MO,Apparel,
Prep Sportswear,Phi Beta Sigma,1,https://www.prepsportswear.com/greek_directory.aspx,Seattle,WA,Apparel,
"Pressed to Impress, LLC","Kappa Alpha Psi, Omega Psi Phi, Sigma Gamma Rho, Zeta Phi Beta",4,https://pressedtoimpresscustomdesigns.com/,"Chicago, Upper Chichester",PA,Apparel,pressedtoimpresscustomdesigns@gmail.com
Pretty As Pearlz DBA Grown Greeks,Delta Sigma Theta,1,https://www.prettyaspearlz.com/,BRONX,NY,Apparel,
Pretty Posh Style,Zeta Phi Beta,1,https://prettyposhstyle.storenvy.com/,Edmond,OK,Apparel,
Pretty Things by Jade LLC,Delta Sigma Theta,1,,Chicago,IL,Apparel,prettythings2020ae@gmail.com
Pretty as Pearlz,Zeta Phi Beta,1,https://www.prettyaspearlz.com/,Inglewood,CA,Apparel,
Pretty. Made Simple LLC,Delta Sigma Theta,1,https://www.prettymadesimple.com/,ALPHARETTA,GA,Apparel,
"Priceless Possessions, LLC.",Omega Psi Phi,1,https://www.instagram.com/priceless_possessionsllc,Secane,PA,Apparel,pricelesspossessionsllc@gmail.com
Pride Sash,"Iota Phi Theta, Phi Beta Sigma",2,https://pridesash.com/,Hawthorne,CA,Apparel,
Prime Heritage,Delta Sigma Theta,1,http://www.primeheritage.com/,Memphis,TN,Apparel,info@primeheritage.com
Prime Heritage Gifts,Kappa Alpha Psi,1,https://primeheritagegifts.com/,Memphis,TN,Apparel,info@primeheritage.com
"PrintabiliTees, LLC",Delta Sigma Theta,1,https://www.printabilitees.com/,Stamford,CT,Apparel,
Printing Source Inc.,Kappa Alpha Psi,1,,,LA,Apparel,info@printingsourceinc.com
"Printworks MD, LLC",Delta Sigma Theta,1,https://www.collegiateluxe.com/,Baltimore,MD,Apparel,iddesignusa@gmail.com
Privileged bmm by Grand Magnolia Investment Group,Kappa Alpha Psi,1,https://www.privilegedbmm.com/,,MD,Apparel,info@privilegedbmm.com
"Profyle District, LLC",Omega Psi Phi,1,https://www.profyledistrict.com/,Wesley Chapel,FL,Apparel,vnichols@profyledistrict.com
Pure Country,"Iota Phi Theta, Phi Beta Sigma",2,http://www.purecountry.com/,Lynn,NC,Apparel,
QUALITY LASER DESIGN,Delta Sigma Theta,1,https://www.qualitylaserdesign.com/,HUNTSVILLE,AL,Apparel,sales@qualitylaserdesign.com
QUALITY LASER DESIGNS,"Sigma Gamma Rho, Zeta Phi Beta",2,https://www.qualitylaserdesign.com/,Huntsville,AL,Apparel,"curtis@qualitylaserdesign.com, sales@qualitylaserdesign.com"
"QUEEN ENTERPRISES, INC.",Delta Sigma Theta,1,https://www.queenofchic.com/,Long Beach,CA,Apparel,
"Quality Digital Creations, Incorporation",Delta Sigma Theta,1,https://qdcbybeverly.com/,Piscataway,NJ,Apparel,
Quality Laser Designs,"Iota Phi Theta, Kappa Alpha Psi, Phi Beta Sigma",3,https://www.qualitylaserdesign.com/,Huntsville,AL,Apparel,sales@qualitylaserdesign.com
"Quality Laser Designs, LLC",Omega Psi Phi,1,https://www.qualitylaserdesign.com/,HUNTSVILLE,AL,Apparel,sales@qualitylaserdesign.com
Quartress of Tallahassee,Phi Beta Sigma,1,https://bb4b.com/lander,Crawfordville,FL,Apparel,
Que Essentials,Omega Psi Phi,1,,Linden,NJ,Apparel,
Que Nalia LLC,Omega Psi Phi,1,,Orlando,FL,Apparel,pink_ston@yahoo.com
QueBlak,Omega Psi Phi,1,https://queblak.com/,Clinton,MD,Apparel,harleyque@verizon.net
Queen of Paraphernalia,Delta Sigma Theta,1,https://www.queenofpara.com/,Springdale,MD,Apparel,
Queppetto's Custom Designs,Omega Psi Phi,1,,Tuskegee,AL,Apparel,queppettoscustomdesigns@gmail.com
"R J Stewart, LLC",Delta Sigma Theta,1,https://www.rjstewartllc.com/,Crofton,MD,Apparel,
R&B Custom Wood Works and Crafts,Omega Psi Phi,1,,Charlotte,NC,Apparel,brandon.green1983@gmail.com
RENEE MARIE,Delta Sigma Theta,1,https://www.reneemarie.com/,Baton Rouge,LA,Apparel,
RG Apparel,Delta Sigma Theta,1,https://www.shop1920.com/,Arlington,TX,Apparel,jt@rgapparel.com
RG Apparel CO.,Sigma Gamma Rho,1,https://www.shop1920.com/,Arlington,TX,Apparel,jt@rgapparel.com
RG Apparel Co.,Zeta Phi Beta,1,https://www.shop1920.com/,Irving,TX,Apparel,jt@rgapparel.com
RMBrown Ventures,Kappa Alpha Psi,1,,,,Apparel,rashaunmannybrown@gmail.com
RMC PROMOTIONAL PRODUCTS LLC,Sigma Gamma Rho,1,,,,Apparel,sam@rmcpromos.com
ROY'EL COMPANY,Omega Psi Phi,1,https://www.companycasuals.com/royelcompany,Red Oak,TX,Apparel,royel_company@att.net
"Rafiki Beauty and Wellness, LLC",Delta Sigma Theta,1,https://www.rafikiproducts.com/,Jacksonville,FL,Apparel,
Raleigh Tees,Omega Psi Phi,1,https://www.facebook.com/123raleightees/,Raleigh,NC,Apparel,raleightshirts@gmail.com
Raleigh Tees DBA Creative T-ShirtsImaging,Delta Sigma Theta,1,https://123raleightees.com/,Raleigh,NC,Apparel,
Rare Case LLC dba Distinctive Specialties,"Delta Sigma Theta, Sigma Gamma Rho, Zeta Phi Beta",3,"https://www.distinctivespecialties.com/, https://www.dsnalia.com/",Charlotte,NC,Apparel,rarecasellc@gmail.com
"Raven Unlimited, LLC","Delta Sigma Theta, Kappa Alpha Psi, Omega Psi Phi",3,"https://ravenunlimited.net/, https://www.ravenunlimited.net/",Conyers,GA,Apparel,ravenunlimited10@gmail.com
RdNWht LLC,Kappa Alpha Psi,1,,,LA,Apparel,rdnwht13@gmail.com
Real Greek Apparel Company,Alpha Phi Alpha,1,https://www.realgreek.com/,Irving,TX,Apparel,
"Recycle Me Mom, LLC","Sigma Gamma Rho, Zeta Phi Beta",2,https://www.recyclememom.com/,Forsyth,GA,Apparel,recyclememom@gmail.com
Red Diamond Digital,Kappa Alpha Psi,1,,,MI,Apparel,bartel@reddiamonddigital.com
"Red Elephant 36 Designs, L.L.C.","Iota Phi Theta, Phi Beta Sigma",2,https://www.redelephant36designs.com/,Baltimore,MD,Apparel,
"Red Elephant 36 Designs, LLC",Delta Sigma Theta,1,https://www.redelephant36designs.com/,Baltimore,MD,Apparel,
Red Elephant Embroidery,Delta Sigma Theta,1,https://www.redelephantembroidery.com/,Conroe,TX,"Apparel, Embroidery",
Reigning Memories,Phi Beta Sigma,1,https://www.reigningmemories.com/,Paulina,LA,Apparel,
Reserved Greek Apparel,"Delta Sigma Theta, Zeta Phi Beta",2,https://www.reservedgreekapparel.com/,MEMPHIS,TN,Apparel,
"Rest Up 4, LLC",Delta Sigma Theta,1,https://www.restup4.life/,Ruther Glen,VA,Apparel,
Reuben Made,Iota Phi Theta,1,,Penns Grove,NJ,Apparel,
Reveal Suits,Phi Beta Sigma,1,http://www.revealsuits.com/,Grand Prairie,TX,Apparel,
Revelations LLC,Omega Psi Phi,1,,Birmingham,AL,Apparel,jbradley27@att.net
Rookie ATL,Kappa Alpha Psi,1,,,GA,Apparel,support@rookieatl.com
Rookie Atlanta Apparel,"Iota Phi Theta, Phi Beta Sigma",2,https://lettersoflegacy.com/,Atlanta,GA,Apparel,
"Rosa's Greek Boutique, Inc.",Delta Sigma Theta,1,https://www.rosasgreekboutique.com/,Dover,DE,Apparel,rosasgreek@aol.com
Rosas's Greek Boutique,"Sigma Gamma Rho, Zeta Phi Beta",2,https://www.rosasgreekboutique.com/,Dover,DE,Apparel,rosasgreek@aol.com
"Rosiegyrl, LLC",Delta Sigma Theta,1,https://www.rosiegyrl.com/,Dallas,TX,Apparel,
Route 74 Promotions DBA Greek Warehouse,Delta Sigma Theta,1,,Belmont,NC,Apparel,route74promotions@gmail.com
Royal Work - TX dba www.DivineGiftAccessoories.com,"Sigma Gamma Rho, Zeta Phi Beta",2,https://www.divinegiftaccessoories.com/,Manvel,TX,Apparel,jking@divinegiftaccessories.com
Royal Work - Texas,Kappa Alpha Psi,1,https://www.divinegiftaccessories.com/,Manvel,TX,Apparel,jking@divinegiftaccessories.com
"Royal Work - Texas, LLC dba Divine Gift Accessories",Delta Sigma Theta,1,https://www.divinegiftaccessoories.com/,Manvel,TX,Apparel,jking@divinegiftaccessories.com
Royale Consultant Group,"Iota Phi Theta, Phi Beta Sigma",2,https://www.finermall.com/,Atlanta,GA,Apparel,
Royale Consultant Group LLC,Zeta Phi Beta,1,,Atlanta,GA,Apparel,
Royale Noire,Sigma Gamma Rho,1,,,,Apparel,contact@royalenoire.com
Royalty and Beads,"Iota Phi Theta, Phi Beta Sigma",2,https://royaltyandbeads.com/,East Point,GA,Apparel,victoria.ous@yahoo.com
Royalty and Beads (Forever S Royalty),Zeta Phi Beta,1,https://royaltyandbeads.com/,Atlanta,GA,Apparel,victoria.ous@yahoo.com
Royalty and Beads DBA Forever S Royalty,Delta Sigma Theta,1,https://royaltyandbeads.com/,east point,GA,Apparel,victoria.ous@yahoo.com
Royalty and Beads DBA Forever Southern Royalty,Omega Psi Phi,1,https://royaltyandbeads.com/,Atlanta,GA,Apparel,victoria.ous@yahoo.com
Royalty and Beads by Forever Southern Royalty,Kappa Alpha Psi,1,https://royaltyandbeads.com/,Atlanta,GA,Apparel,victoria.ous@yahoo.com
Ruiz Custom Wears,"Sigma Gamma Rho, Zeta Phi Beta",2,https://ruizcustomwears.com/,Glenwood,IL,Apparel,t.ruiz@ruizcustomwears.com
SANDZ,"Iota Phi Theta, Phi Beta Sigma",2,http://www.thesandz.com/,Apopka,FL,Apparel,dedric@thesandz.com
SANDZ INC,Omega Psi Phi,1,http://www.thesandz.com/,Apopka,FL,Apparel,dedric@thesandz.com
SANDZ Inc.,Kappa Alpha Psi,1,http://www.thesandz.com/,Apopka,FL,Apparel,dedric@thesandz.com
"SERVEWEAR, LLC",Delta Sigma Theta,1,https://www.servewear.com/,Snellville,GA,Apparel,
SGD&Sons LLC-TA /Shukri's Goldsmiths,Delta Sigma Theta,1,https://shukrisgoldsmiths.com/,Washington,DC,Apparel,
SGGS Balanced Books,Sigma Gamma Rho,1,,,,Apparel,Stephaniegreen274@gmail.com
SHOPSMITEES LLC,Delta Sigma Theta,1,https://shopsmitees.com/,Fort Washington,MD,Apparel,
SHUGAR BABIES BOUTIQUE,Delta Sigma Theta,1,,North Las Vegas,NV,Apparel,Sirpeyton2000@yahoo.com
STC Creations,Delta Sigma Theta,1,,Hinesville,GA,Apparel,scfrasier@yahoo.com
"SUITe Life - Men's Accessories, LLC",Kappa Alpha Psi,1,,,MI,Apparel,mariomclean1@gmail.com
SW Therapeutic Services Inc. (The Shoppe at SWTS),Sigma Gamma Rho,1,,,,Apparel,theshoppe@swtherapeuticservices.com
SYNERGY SHOPTIQUE LLC,Delta Sigma Theta,1,https://www.synergyshoptique.online/,Florissant MO,MO,Apparel,
Sacred Heart Collections,"Sigma Gamma Rho, Zeta Phi Beta",2,https://www.sacredheartcollections.com/,"Cedar Hill, Dallas",TX,Apparel,Brandi@sacredheartcollections.com
"Sacred Heart Collections, LLC",Delta Sigma Theta,1,https://www.sacredheartcollections.com/,Cedar Hill,TX,Apparel,Brandi@sacredheartcollections.com
"Sage33, LLC",Delta Sigma Theta,1,,Biloxi,MS,Apparel,blackaart@yahoo.com
"Sapient Boutique, LLC",Delta Sigma Theta,1,,Solon,OH,Apparel,sapientboutique@gmail.com
Sassy's Gifts,"Delta Sigma Theta, Sigma Gamma Rho, Zeta Phi Beta",3,https://www.sassysgifts.com/,Centreville,VA,Apparel,sassysgifts1@gmail.com
Satin Things & More,Phi Beta Sigma,1,,Rowlett,TX,Apparel,
Savage Promotions,"Iota Phi Theta, Phi Beta Sigma",2,http://www.savage-promotions.com/,Steelton,PA,Apparel,kim@savage-promotions.com
"Savage Promotions, Inc.","Alpha Phi Alpha, Kappa Alpha Psi, Sigma Gamma Rho, Zeta Phi Beta",4,http://www.savage-promotions.com/,Steelton,PA,Apparel,kim@savage-promotions.com
"Savage Promotions, Inc.*",Omega Psi Phi,1,http://www.savage-promotions.com/,Steelton,PA,Apparel,kim@savage-promotions.com
"Savage Promotions, LLC",Delta Sigma Theta,1,http://www.savage-promotions.com/,Steelton,PA,Apparel,kim@savage-promotions.com
Savvy & Fab,Delta Sigma Theta,1,https://savvyandfab.com/,Atlanta,GA,Apparel,
Sawanah Inc.,Delta Sigma Theta,1,https://www.chiquestyles.com/,Barrington,IL,Apparel,
Schaffes’s Wooden Treasures,Alpha Phi Alpha,1,https://www.schaffeswood.com/,Champaign,IL,Apparel,
Scotty Gear Retail Corp,"Sigma Gamma Rho, Zeta Phi Beta",2,https://www.desertcactus.com/,Rolling Meadows,IL,Apparel,Brenna@desertcactus.com
Scotty Gear Retail Corp DBA Desert Cactus,Omega Psi Phi,1,https://www.desertcactus.com/,Rolling Meadows,IL,Apparel,Brenna@desertcactus.com
Script2TilesbyPajeLLC,Delta Sigma Theta,1,https://www.pajedesigns.com/,PIKESVILLE,MD,Apparel,
"Scriptuals, LLC","Delta Sigma Theta, Sigma Gamma Rho",2,,Harvest,AL,Apparel,scriptuals@gmail.com
Seams 2 Stitches Designs,Delta Sigma Theta,1,https://seams2stitches.com/,Peachtree City,GA,Apparel,
"Sew Finer, LLC",Zeta Phi Beta,1,,FOREST,MS,Apparel,
Sew4Me,Sigma Gamma Rho,1,,,,Apparel,admin@sew4me2.com
Sharon's Frame Shop,Delta Sigma Theta,1,,Shreveport,LA,Apparel,rmoran1221@aol.com
Sharp Crisp Clean,Omega Psi Phi,1,https://www.sharpcrispclean.com/,Miramar,FL,Apparel,info@sharpcrispclean.com
Sheila Butler,Sigma Gamma Rho,1,,,,Apparel,sheBhooked@gmail.com
Shemika S Lucas,Zeta Phi Beta,1,https://www.memescouture.com/,Thomasville,GA,Apparel,
Shirtz R Us,Kappa Alpha Psi,1,https://shirtzrus.com/,,MD,Apparel,shirtzrus2000@gmail.com
Shirtzrus LLC,Phi Beta Sigma,1,https://shirtzrus.com/,Bowie,MD,Apparel,shirtzrus2000@gmail.com
"Shirtzrus, LLC",Omega Psi Phi,1,https://shirtzrus.com/,Bowie,MD,Apparel,shirtzrus2000@gmail.com
Siani's MOM Embroidery Shop,"Delta Sigma Theta, Omega Psi Phi",2,,Philadelphia,PA,"Apparel, Embroidery",info@sianismomembroideryshop.com
Sigma Graphics,"Omega Psi Phi, Phi Beta Sigma",2,https://www.shopsigmagraphics.com/,Savannah,GA,Apparel,
Sigma Mu Sigma Foundation,Phi Beta Sigma,1,http://sigmamusigma.org/,Lothian,MD,Apparel,
Sigma Sales 305,Phi Beta Sigma,1,https://amazon.com/s?me=aun48lwwqwkxe&ref=sf_seller_app_share_new,Davie,FL,Apparel,
Signature Brand HTX,Zeta Phi Beta,1,https://www.signaturebrandhtx.com/,HUMBLE,TX,Apparel,
Silver Etc dba Greek Divine,Omega Psi Phi,1,https://greekdivine.com/,Austin,TX,Apparel,patasilveretc@yahoo.com
Silver Etc.,Phi Beta Sigma,1,http://greekdivine.com/site/,MARIETTA,GA,Apparel,patasilveretc@yahoo.com
Silver Etc. dba Greek Divine,Kappa Alpha Psi,1,http://greekdivine.com/site/,,TX,Apparel,patasilveretc@yahoo.com
"Simple to Sharp by Sharon, LLC.",Delta Sigma Theta,1,https://www.simplesharpsharon.com/,Stafford,VA,Apparel,
"Simply Dovely, LLC",Zeta Phi Beta,1,https://simplydovely.com/,Fort Hood,TX,Apparel,
Simply Greek by Utopia Creations,Delta Sigma Theta,1,https://www.shopsimplygreek.com/,Independence,LA,Apparel,
"Simply Kreative Greek, LLC","Delta Sigma Theta, Sigma Gamma Rho, Zeta Phi Beta",3,https://www.simplykreativegreek.com/,Tallahassee,FL,Apparel,Rashida.Hudson@gmail.com
"Simply Wooderful, LLC",Delta Sigma Theta,1,https://www.simplywooderful.com/,Blythewood,SC,Apparel,
"Sincerely, Cynthia Inc.",Delta Sigma Theta,1,https://cynthiapartridge.com/,CINCINNATI,OH,Apparel,
Sista tu Sista,Zeta Phi Beta,1,https://www.sista-tu-sista.my%20shopify.com/,Birmingham,AL,Apparel,
Sisterly Incorporated,Zeta Phi Beta,1,https://www.sisterlyincorporated.com/,Lanham,MD,Apparel,
Slate Design Studio,Delta Sigma Theta,1,https://slatemadeit.com/,Gardendale,AL,Apparel,
Slique Boutique LIB,Zeta Phi Beta,1,https://www.sliqueboutiquelib.com/,Pittsburgh,PA,Apparel,
Smithedge Media LLC,Delta Sigma Theta,1,,Frisco,TX,Apparel,fsmity67@gmail.com
"Snipes plus, LLC",Phi Beta Sigma,1,,Lilburn,GA,Apparel,
Society 22,Delta Sigma Theta,1,https://society22.com/,Bedford Heights,OH,Apparel,
Sol II Soul,"Delta Sigma Theta, Iota Phi Theta, Omega Psi Phi, Phi Beta Sigma, Zeta Phi Beta",5,https://www.sol2soul.shop/,"Flossmoor, Glenwood",IL,Apparel,
Sole Artist Collective / UP N INK,Omega Psi Phi,1,https://www.upnink.com/,San Jose,CA,Apparel,
Sole Artist Collective / UP N INK Fashion,"Iota Phi Theta, Phi Beta Sigma",2,https://www.upnink.com/,San Jose,CA,Apparel,
Something Greek,"Iota Phi Theta, Phi Beta Sigma",2,https://www.somethinggreek.com/,West Hempstead,NY,Apparel,
"SophistiGREEK, LLC",Delta Sigma Theta,1,https://www.sophistigreek.com/,Henderson,NV,Apparel,
Sophisticated Greek LLC,Delta Sigma Theta,1,https://www.sophisticatedgreek.com/,Crown Point,IN,Apparel,
"Sophrosyne by KB, LLC",Omega Psi Phi,1,https://www.sophrosynebykb.com/,WAXHAW,NC,Apparel,kb@sophrosynebykb.com
"Sorhor Lifestyle, Inc.",Sigma Gamma Rho,1,,,,Apparel,jazminmcb28@gmail.com
Soror Bling,"Alpha Phi Alpha, Kappa Alpha Psi",2,"https://sororbling.com/, https://www.sororbling.com/",Kissimmee,FL,Apparel,vendor@sororbling.com
Soror Bling LLC,Omega Psi Phi,1,https://sororbling.com/,Kissimmee,FL,Apparel,vendor@sororbling.com
Sororitique Incorporated,Delta Sigma Theta,1,https://www.sororitique.com/,Chicago,IL,Apparel,
Sorority Bottoms LLC,Delta Sigma Theta,1,,Mount Juliet,TN,Apparel,sorority.bottoms.llc@gmail.com
Sorority Girl,Delta Sigma Theta,1,https://sororitygirl.bigcartel.com/,Lawndale,CA,Apparel,
Sorority Hills,Delta Sigma Theta,1,https://www.sororityhills.com/,Bronx,NY,Apparel,
Sorority Hills LLC,Zeta Phi Beta,1,https://www.sororityhills.com/,New York,NY,Apparel,
"Sorority Intimates & Clothing Company, LLC",Zeta Phi Beta,1,https://www.sororityintimates.com/,Cypress,TX,Apparel,
Sorority Letters Shop,"Iota Phi Theta, Phi Beta Sigma",2,http://www.sororitylettersshop.com/,Los Angeles,CA,Apparel,
Sorority Sister Supermart,Delta Sigma Theta,1,https://www.etsy.com/shop/sororitysistersupmrt,Richmond Hill,GA,Apparel,TAMARATHORN3@YAHOO.COM
"Sorority Sister Supermart, Inc.",Zeta Phi Beta,1,https://www.etsy.com/shop/sororitysistersupmrt,Richmond Hill,GA,Apparel,TAMARATHORN3@YAHOO.COM
Sorority Supply,"Delta Sigma Theta, Sigma Gamma Rho",2,https://www.sororitysupply.com/,Hollywood,FL,Apparel,Sororitysupply@gmail.com
Soul Beadz & Bling LLC,Delta Sigma Theta,1,https://www.soulbeadz.com/,Grayson,GA,Apparel,
South By Sea,"Iota Phi Theta, Phi Beta Sigma",2,http://www.southbysea.com/,Philadelphia,PA,Apparel,
Southern Bling Company,Delta Sigma Theta,1,,Jackson,TN,Apparel,southernblingcompany@gmail.com
"Southern Sass Designs, LLC",Delta Sigma Theta,1,,APOPKA,FL,Apparel,southernsassdesigns1@outlook.com
