"tablescraper-selected-row","tablescraper-selected-row 4","tablescraper-selected-row 6","tablescraper-selected-row 7","tablescraper-selected-row href","tablescraper-selected-row 8","reference","reference href","cite-bracket","cite-bracket 2"
"1680","Lambda Beta Beta","June 25, 1982","","","Active","42","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:28-74","[","]"
"1681","Mu Beta Beta","August 8, 1982","Thomasville, Georgia","https://en.wikipedia.org/wiki/Thomasville,_Georgia","Active","","","",""
"1682","Nu Beta Beta","August 8, 1982","Teaneck, New Jersey","https://en.wikipedia.org/wiki/Teaneck,_New_Jersey","Active","","","",""
"1683","Xi Beta Beta","August 8, 1982","Vidalia, Georgia","https://en.wikipedia.org/wiki/Vidalia,_Georgia","Active","","","",""
"1693","Omicron Beta Beta","October 23, 1982","Fort Myers, Florida","https://en.wikipedia.org/wiki/Fort_Myers,_Florida","Active","","","",""
"1685","Pi Beta Beta","October 23, 1982","Bradenton, Florida","https://en.wikipedia.org/wiki/Bradenton,_Florida","Active","","","",""
"1686","Rho Beta Beta","October 23, 1982","","","Active","16","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:21-24","[","]"
"1674","Epsilon Beta Beta","February 14, 1983","Notre Dame, Indiana","https://en.wikipedia.org/wiki/Notre_Dame,_Indiana","Active","27","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:23-41","[","]"
"1688","Tau Beta Beta","March 25, 1983","Weldon, North Carolina","https://en.wikipedia.org/wiki/Weldon,_North_Carolina","Active","","","",""
"1690","Phi Beta Beta","March 27, 1983","Inglewood, California","https://en.wikipedia.org/wiki/Inglewood,_California","Active","17","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:27-25","[","]"
"1687","Sigma Beta Beta","April 24, 1983","Westbury, New York","https://en.wikipedia.org/wiki/Westbury,_New_York","Active","","","",""
"1691","Chi Beta Beta","July 16, 1983","Normal, Illinois","https://en.wikipedia.org/wiki/Normal,_Illinois","Active","21","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:22-33","[","]"
"1692","Psi Beta Beta","July 25, 1983","Huntington, West Virginia","https://en.wikipedia.org/wiki/Huntington,_West_Virginia","Active","20","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:16-31","[","]"
"1694","Alpha Gamma Gamma","August 15, 1983","Valdosta, Georgia","https://en.wikipedia.org/wiki/Valdosta,_Georgia","Active","","","",""
"1693","Omega Beta Beta","August 15, 1983","Eatonville, Florida","https://en.wikipedia.org/wiki/Eatonville,_Florida","Active","","","",""
"1696","Gamma Gamma Gamma","January 6, 1984","Madison, Wisconsin","https://en.wikipedia.org/wiki/Madison,_Wisconsin","Active","29","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:25-49","[","]"
"1697","Delta Gamma Gamma","January 6, 1984","Lincoln, Nebraska","https://en.wikipedia.org/wiki/Lincoln,_Nebraska","Active","","","",""
"1698","Epsilon Gamma Gamma","January 14, 1984","Greenwood, South Carolina","https://en.wikipedia.org/wiki/Greenwood,_South_Carolina","Active","","","",""
"1704","Lambda Gamma Gamma","January 29, 1984","Clinton, Maryland","https://en.wikipedia.org/wiki/Clinton,_Maryland","Active","","","",""
"1695","Beta Gamma Gamma","March 17, 1984","","","Active","","","",""
"1699","Zeta Gamma Gamma","August 1, 1984","Oak Ridge, Tennessee","https://en.wikipedia.org/wiki/Oak_Ridge,_Tennessee","Active","50","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:14-86","[","]"
"1700","Eta Gamma Gamma","September 29, 1984","Waterloo, Iowa","https://en.wikipedia.org/wiki/Waterloo,_Iowa","Active","","","",""
"1701","Theta Gamma Gamma","September 29, 1984","Belle Glade, Florida","https://en.wikipedia.org/wiki/Belle_Glade,_Florida","Active","","","",""
"1702","Iota Gamma Gamma","December 29, 1984","Vernon Parish, Louisiana","https://en.wikipedia.org/wiki/Vernon_Parish,_Louisiana","Active","23","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:18-36","[","]"
"1703","Kappa Gamma Gamma","December 29, 1984","Anderson, South Carolina","https://en.wikipedia.org/wiki/Anderson,_South_Carolina","Active","","","",""
"1705","Mu Gamma Gamma","October 15, 1985","Somerset, New Jersey","https://en.wikipedia.org/wiki/Somerset,_New_Jersey","Active","","","",""
"1706","Nu Gamma Gamma","December 7, 1985","","","Active","42","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:28-74","[","]"
"1708","Omicron Gamma Gamma","March 10, 1986","Arlington, Texas","https://en.wikipedia.org/wiki/Arlington,_Texas","Active","16","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:21-24","[","]"
"1707","Xi Gamma Gamma","March 22, 1986","Oceanside, California","https://en.wikipedia.org/wiki/Oceanside,_California","Active","17","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:27-25","[","]"
"1713","Upsilon Gamma Gamma","June 6, 1986","Fort Gordon","https://en.wikipedia.org/wiki/Fort_Gordon","Active","l","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-112","[","]"
"1709","Pi Gamma Gamma","February 28, 1987","Murfreesboro, Tennessee","https://en.wikipedia.org/wiki/Murfreesboro,_Tennessee","Active","50","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:14-86","[","]"
"1711","Sigma Gamma Gamma","February 28, 1987","","","Active","42","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:28-74","[","]"
"1710","Rho Gamma Gamma","March 1, 1987","","","Active","2","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:10-2","[","]"
"1712","Tau Gamma Gamma","December 6, 1987","","","Active","","","",""
"1714","","July 29, 1988","","","Inactive, Reassigned","69","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:13-113","[","]"
"1715","Chi Gamma Gamma","July 29, 1988","Marietta, Georgia","https://en.wikipedia.org/wiki/Marietta,_Georgia","Active","","","",""
"1717","Omega Gamma Gamma","December 9, 1988","Warner Robins, Georgia","https://en.wikipedia.org/wiki/Warner_Robins,_Georgia","Active","","","",""
"1716","Psi Gamma Gamma","December 16, 1988","Columbus, Mississippi","https://en.wikipedia.org/wiki/Columbus,_Mississippi","Active","","","",""
"1718","Alpha Iota Iota","September 15, 1989","Plano, Texas","https://en.wikipedia.org/wiki/Plano,_Texas","Active","16","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:21-24","[","]"
"1719","Beta Iota Iota","December 9, 1989","Vineland, New Jersey","https://en.wikipedia.org/wiki/Vineland,_New_Jersey","Active","","","",""
"1720","Gamma Iota Iota","December 9, 1989","Dyersburg, Tennessee","https://en.wikipedia.org/wiki/Dyersburg,_Tennessee","Active","50","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:14-86","[","]"
"1721","Delta Iota Iota","December 9, 1989","Stockton, California","https://en.wikipedia.org/wiki/Stockton,_California","Active","17","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:27-25","[","]"
"1723","Zeta Iota Iota","July 20, 1990","","","Active","","","",""
"1722","Epsilon Iota Iota","August 2, 1990","Hamden, Connecticut","https://en.wikipedia.org/wiki/Hamden,_Connecticut","Active","","","",""
"1724","Eta Iota Iota","December 8, 1990","","","Active","42","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:28-74","[","]"
"1725","Theta Iota Iota","December 8, 1990","Meridian, Mississippi","https://en.wikipedia.org/wiki/Meridian,_Mississippi","Active","","","",""
"1726","Iota Iota Iota","December 8, 1990","","","Active","17","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:27-25","[","]"
"1320","Lambda Delta Delta","October 15, 1991","Aurora, Colorado","https://en.wikipedia.org/wiki/Aurora,_Colorado","Active","","","",""
"1728","Lambda Iota Iota","December 7, 1991","Bennettsville, South Carolina","https://en.wikipedia.org/wiki/Bennettsville,_South_Carolina","Active","","","",""
"1321","Mu Delta Delta","December 7, 1991","DeKalb, Illinois","https://en.wikipedia.org/wiki/DeKalb,_Illinois","Active","","","",""
"1729","Mu Iota Iota","December 7, 1991","","","Active","","","",""
"1731","Xi Iota Iota","December 7, 1991","Sidney, Ohio","https://en.wikipedia.org/wiki/Sidney,_Ohio","Active","20","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:16-31","[","]"
"1732","Omicron Iota Iota","May 29, 1992","Leavenworth County, Kansas","https://en.wikipedia.org/wiki/Leavenworth_County,_Kansas","Active","","","",""
"1733","Pi Iota Iota","May 29, 1992","","","Active","","","",""
"1734","Rho Iota Iota","August 7, 1992","Lakewood, California","https://en.wikipedia.org/wiki/Lakewood,_California","Active","17","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:27-25","[","]"
"1735","Sigma Iota Iota","August 7, 1992","Lancaster, California","https://en.wikipedia.org/wiki/Lancaster,_California","Active","17","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:27-25","[","]"
"1736","Tau Iota Iota","August 7, 1992","St. George, South Carolina","https://en.wikipedia.org/wiki/St._George,_South_Carolina","Active","","","",""
"1737","Upsilon Iota Iota","October 28, 1992","Paducah, Kentucky","https://en.wikipedia.org/wiki/Paducah,_Kentucky","Active","50","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:14-86","[","]"
"1738","Phi Iota Iota","December 31, 1992","LaPlace, Louisiana","https://en.wikipedia.org/wiki/LaPlace,_Louisiana","Active","23","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:18-36","[","]"
"1739","Chi Iota Iota","August 18, 1993","Fort Jackson","https://en.wikipedia.org/wiki/Fort_Jackson_(South_Carolina)","Active","","","",""
"","","","Columbia, South Carolina","https://en.wikipedia.org/wiki/Columbia,_South_Carolina","","","","",""
"1740","Psi Iota Iota","April 10, 1994","Shalimar, Florida","https://en.wikipedia.org/wiki/Shalimar,_Florida","Active","","","",""
"1742","Alpha Kappa Kappa","July 23, 1994","Gary, Indiana","https://en.wikipedia.org/wiki/Gary,_Indiana","Active","27","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:23-41","[","]"
"1743","Beta Kappa Kappa","July 23, 1994","High Point, North Carolina","https://en.wikipedia.org/wiki/High_Point,_North_Carolina","Active","","","",""
"1744","Gamma Kappa Kappa","July 23, 1994","Gaffney, South Carolina","https://en.wikipedia.org/wiki/Gaffney,_South_Carolina","Active","","","",""
"1765","Omega Iota Iota","July 23, 1994","Montgomery, Alabama","https://en.wikipedia.org/wiki/Montgomery,_Alabama","Active","","","",""
"1009","Iota (Third)","February 12, 1995","","","Active","2","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:10-2","[","]"
"1745","Delta Kappa Kappa","July 12, 1995","Hot Springs, Arkansas","https://en.wikipedia.org/wiki/Hot_Springs,_Arkansas","Active","26","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:17-40","[","]"
"1746","Epsilon Kappa Kappa","July 12, 1995","Canton, Mississippi","https://en.wikipedia.org/wiki/Canton,_Mississippi","Active","","","",""
"1747","Zeta Kappa Kappa","July 12, 1995","Beachwood, Ohio","https://en.wikipedia.org/wiki/Beachwood,_Ohio","Active","20","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:16-31","[","]"
"1748","Eta Kappa Kappa","August 3, 1995","Lufkin, Texas","https://en.wikipedia.org/wiki/Lufkin,_Texas","Active","16","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:21-24","[","]"
"1749","Theta Kappa Kappa","August 19, 1995","Evanston, Illinois","https://en.wikipedia.org/wiki/Evanston,_Illinois","Active","21","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:22-33","[","]"
"1363","Grand","December 1, 1995","Decatur, Georgia","https://en.wikipedia.org/wiki/Decatur,_Georgia","Active","","","",""
"1750","Iota Kappa Kappa","December 7, 1995","Daytona Beach, Florida","https://en.wikipedia.org/wiki/Daytona_Beach,_Florida","Active","","","",""
"1727","Kappa Iota Iota","December 7, 1995","Fort Eustis","https://en.wikipedia.org/wiki/Fort_Eustis","Active","5","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:15-5","[","]"
"1751","Kappa Kappa Kappa","December 7, 1995","Statesboro, Georgia","https://en.wikipedia.org/wiki/Statesboro,_Georgia","Active","","","",""
"1826","Xi Mu Nu","December 7, 1995","Statesboro, Georgia","https://en.wikipedia.org/wiki/Statesboro,_Georgia","Active","","","",""
"1752","Lambda Kappa Kappa","December 7, 1995","Baton Rouge, Louisiana","https://en.wikipedia.org/wiki/Baton_Rouge,_Louisiana","Active","23","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:18-36","[","]"
"1754","Nu Kappa Kappa","August 2, 1996","Green Bay, Wisconsin","https://en.wikipedia.org/wiki/Green_Bay,_Wisconsin","Active","","","",""
"1755","Xi Kappa Kappa","December 14, 1996","Yazoo City, Mississippi","https://en.wikipedia.org/wiki/Yazoo_City,_Mississippi","Active","","","",""
"1756","Omicron Kappa Kappa","December 14, 1996","Herndon, Virginia","https://en.wikipedia.org/wiki/Herndon,_Virginia","Active","5","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:15-5","[","]"
"","","","Reston, Virginia","https://en.wikipedia.org/wiki/Reston,_Virginia","","","","",""
"","","","Fairfax County, Virginia","https://en.wikipedia.org/wiki/Fairfax_County,_Virginia","","","","",""
"1757","Pi Kappa Kappa","April 17, 1997","Sicklerville, New Jersey","https://en.wikipedia.org/wiki/Sicklerville,_New_Jersey","Active","","","",""
"1758","Rho Kappa Kappa","May 17, 1997","Lebanon, Tennessee","https://en.wikipedia.org/wiki/Lebanon,_Tennessee","Active","50","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:14-86","[","]"
"1753","Mu Kappa Kappa","October 1, 1997","","","Active","17","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:27-25","[","]"
"1568","Upsilon Rho","October 1, 1997","Lafayette, Louisiana","https://en.wikipedia.org/wiki/Lafayette,_Louisiana","Active","23","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:18-36","[","]"
"1759","Sigma Kappa Kappa","May 14, 1998","Chesapeake, Virginia","https://en.wikipedia.org/wiki/Chesapeake,_Virginia","Active","5","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:15-5","[","]"
"1760","Tau Kappa Kappa","July 11, 1998","Southfield, Michigan","https://en.wikipedia.org/wiki/Southfield,_Michigan","Active","71","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-115","[","]"
"1761","Upsilon Kappa Kappa","July 11, 1998","Lafayette, Indiana","https://en.wikipedia.org/wiki/Lafayette,_Indiana","Active","27","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:23-41","[","]"
"1762","Phi Kappa Kappa","December 5, 1998","East Point, Georgia","https://en.wikipedia.org/wiki/East_Point,_Georgia","Active","","","",""
"1763","Chi Kappa Kappa","December 5, 1998","Bogalusa, Louisiana","https://en.wikipedia.org/wiki/Bogalusa,_Louisiana","Active","23","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:18-36","[","]"
"1187","Chi Delta (Second)","January 16, 2020","College Park, Maryland","https://en.wikipedia.org/wiki/College_Park,_Maryland","Active","m","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-116","[","]"
"1766","Alpha Lambda Lambda","October 19, 2000","Frederick, Maryland","https://en.wikipedia.org/wiki/Frederick,_Maryland","Active","","","",""
"1767","Beta Lambda Lambda","December 6, 2000","Lawrenceville, Georgia","https://en.wikipedia.org/wiki/Lawrenceville,_Georgia","Active","","","",""
"1769","Delta Lambda Lambda","May 29, 2001","Burlington, North Carolina","https://en.wikipedia.org/wiki/Burlington,_North_Carolina","Active","","","",""
"1768","Gamma Lambda Lambda","July 27, 2001","Houma, Louisiana","https://en.wikipedia.org/wiki/Houma,_Louisiana","Active","23","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:18-36","[","]"
"1771","Zeta Lambda Lambda","October 1, 2001","Hamilton, Bermuda","https://en.wikipedia.org/wiki/Hamilton,_Bermuda","Active","","","",""
"1772","Eta Lambda Lambda","November 12, 2001","Red Oak, Texas","https://en.wikipedia.org/wiki/Red_Oak,_Texas","Active","16","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:21-24","[","]"
"1770","Epsilon Lambda Lambda","December 1, 2001","Opelousas, Louisiana","https://en.wikipedia.org/wiki/Opelousas,_Louisiana","Active","23","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:18-36","[","]"
"1773","Theta Lambda Lambda","January 9, 2002","Peachtree City, Georgia","https://en.wikipedia.org/wiki/Peachtree_City,_Georgia","Active","","","",""
"1774","Iota Lambda Lambda","March 27, 2002","State College, Pennsylvania","https://en.wikipedia.org/wiki/State_College,_Pennsylvania","Active","","","",""
"1775","Kappa Lambda Lambda","August 9, 2002","Freeport, Bahamas","https://en.wikipedia.org/wiki/Freeport,_Bahamas","Active","42","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:28-74","[","]"
"1776","Lambda Lambda Lambda","October 15, 2002","Americus, Georgia","https://en.wikipedia.org/wiki/Americus,_Georgia","Active","","","",""
"1777","Mu Lambda Lambda","November 6, 2002","Tunica, Mississippi","https://en.wikipedia.org/wiki/Tunica,_Mississippi","Active","","","",""
"1778","Nu Lambda Lambda","January 4, 2003","Jersey City, New Jersey","https://en.wikipedia.org/wiki/Jersey_City,_New_Jersey","Active","","","",""
"1779","Xi Lambda Lambda","September 25, 2003","Nanuet, New York","https://en.wikipedia.org/wiki/Nanuet,_New_York","Active","","","",""
"1780","Omicron Lambda Lambda","January 22, 2004","Little Rock, Arkansas","https://en.wikipedia.org/wiki/Little_Rock,_Arkansas","Active","26","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:17-40","[","]"
"1782","Rho Lambda Lambda","January 22, 2004","Newark, New Jersey","https://en.wikipedia.org/wiki/Newark,_New_Jersey","Active","","","",""
"","","","Orange, New Jersey","https://en.wikipedia.org/wiki/Orange,_New_Jersey","","","","",""
"1781","Pi Lambda Lambda","January 24, 2004","Dumfries, Virginia","https://en.wikipedia.org/wiki/Dumfries,_Virginia","Active","5","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:15-5","[","]"
"1782","Sigma Lambda Lambda","May 28, 2004","Memphis, Tennessee","https://en.wikipedia.org/wiki/Memphis,_Tennessee","Active","50","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:14-86","[","]"
"1784","Tau Lambda Lambda","June 11, 2004","Waldorf, Maryland","https://en.wikipedia.org/wiki/Waldorf,_Maryland","Active","","","",""
"1785","Upsilon Lambda Lambda","July 22, 2004","Tokyo","https://en.wikipedia.org/wiki/Tokyo","Active","42","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:28-74","[","]"
"1786","Phi Lambda Lambda","September 10, 2004","Jacksonville, North Carolina","https://en.wikipedia.org/wiki/Jacksonville,_North_Carolina","Active","","","",""
"1787","Chi Lambda Lambda","December 7, 2004","Matteson, Illinois","https://en.wikipedia.org/wiki/Matteson,_Illinois","Active","21","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:22-33","[","]"
"1788","Psi Lambda Lambda","January 20, 2005","","","Active","","","",""
"1789","Omega Lambda Lambda","January 20, 2005","Madison, Tennessee","https://en.wikipedia.org/wiki/Madison,_Tennessee","Active","50","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:14-86","[","]"
"1764","Psi Kappa Kappa","August 19, 2005","Madison, Alabama","https://en.wikipedia.org/wiki/Madison,_Alabama","Active","","","",""
"1790","","July 21, 2006","","","Inactive","16","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:21-24","[","]"
"1791","Beta Mu Mu","January 26, 2007","","","Active","17","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:27-25","[","]"
"1792","","February 25, 2008","Stillwater, Oklahoma","https://en.wikipedia.org/wiki/Stillwater,_Oklahoma","Inactive","22","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:20-35","[","]"
"1795","Zeta Mu Mu","March 14, 2008","Williamsburg, Virginia","https://en.wikipedia.org/wiki/Williamsburg,_Virginia","Active","5","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:15-5","[","]"
"1794","Epsilon Mu Mu","March 15, 2008","MacDill Air Force Base","https://en.wikipedia.org/wiki/MacDill_Air_Force_Base","Active","","","",""
"1344","Alpha Delta Xi","June 6, 2008","","","Active","42","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:28-74","[","]"
"1796","Eta Mu Mu","July 18, 2008","Denton, Texas","https://en.wikipedia.org/wiki/Denton,_Texas","Active","16","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:21-24","[","]"
"1797","Theta Mu Mu","September 26, 2008","Baltimore County, Maryland","https://en.wikipedia.org/wiki/Baltimore_County,_Maryland","Active","","","",""
"1798","Iota Mu Mu","November 1, 2008","Landover, Maryland","https://en.wikipedia.org/wiki/Landover,_Maryland","Active","","","",""
"1793","Delta Mu Mu","March 15, 2009","","","Active","","","",""
"1799","Kappa Mu Mu","March 27, 2009","Greenville, Mississippi","https://en.wikipedia.org/wiki/Greenville,_Mississippi","Active","","","",""
"1800","Lambda Mu Mu","February 6, 2010","Toronto","https://en.wikipedia.org/wiki/Toronto","Active","42","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:28-74","[","]"
"1765","Omega Kappa Kappa","March 22, 2010","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","","","",""
"1801","Mu Mu Mu","May 6, 2010","Douglasville, Georgia","https://en.wikipedia.org/wiki/Douglasville,_Georgia","Active","","","",""
"1802","Nu Mu Mu","May 6, 2010","Olive Branch, Mississippi","https://en.wikipedia.org/wiki/Olive_Branch,_Mississippi","Active","27","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:23-41","[","]"
"1803","Xi Mu Mu","September 1, 2011","Cary, North Carolina","https://en.wikipedia.org/wiki/Cary,_North_Carolina","Active","","","",""
"1804","Sigma Mu Mu","September 1, 2011","Ashburn, Virginia","https://en.wikipedia.org/wiki/Ashburn,_Virginia","Active","5","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:15-5","[","]"
"1806","Omicron Mu Mu","September 6, 2011","Lansing, Illinois","https://en.wikipedia.org/wiki/Lansing,_Illinois","Active","21","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:22-33","[","]"
"1805","Pi Mu Mu","September 6, 2011","Yeadon, Pennsylvania","https://en.wikipedia.org/wiki/Yeadon,_Pennsylvania","Active","","","",""
"1807","Rho Mu Mu","September 6, 2011","","","Active","2","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:10-2","[","]"
"1808","Tau Mu Mu","November 16, 2011","Rome, Georgia","https://en.wikipedia.org/wiki/Rome,_Georgia","Active","","","",""
"1809","Phi Mu Mu","November 16, 2011","Conway, Arkansas","https://en.wikipedia.org/wiki/Conway,_Arkansas","Active","26","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:17-40","[","]"
"1810","Chi Mu Mu","April 17, 2012","Birmingham","https://en.wikipedia.org/wiki/Birmingham","Active","75","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-120","[","]"
"1811","Psi Mu Mu","July 5, 2012","Olive Branch, Mississippi","https://en.wikipedia.org/wiki/Olive_Branch,_Mississippi","Active","","","",""
"1812","Omega Mu Mu","July 5, 2012","Tupelo, Mississippi","https://en.wikipedia.org/wiki/Tupelo,_Mississippi","Active","","","",""
"1814","Beta Mu Nu","August 29, 2013","Calera, Alabama","https://en.wikipedia.org/wiki/Calera,_Alabama","Active","","","",""
"1815","Gamma Mu Nu","October 9, 2013","Middletown, Delaware","https://en.wikipedia.org/wiki/Middletown,_Delaware","Active","","","",""
"1813","Alpha Mu Nu","January 14, 2014","Pocono Mountains","https://en.wikipedia.org/wiki/Pocono_Mountains","Active","","","",""
"1816","Delta Mu Nu","January 18, 2014","McComb, Mississippi","https://en.wikipedia.org/wiki/McComb,_Mississippi","Active","","","",""
"1817","Epsilon Mu Nu","April 24, 2014","Minot, North Dakota","https://en.wikipedia.org/wiki/Minot,_North_Dakota","Active","","","",""
"1818","Zeta Mu Nu","September 26, 2014","Jonesboro, Georgia","https://en.wikipedia.org/wiki/Jonesboro,_Georgia","Active","","","",""
"1819","Eta Mu Nu","September 26, 2014","","","Active","","","",""
"1820","Theta Mu Nu","January 23, 2015","","","Active","","","",""
"1821","Iota Mu Nu","January 23, 2015","","","Active","","","",""
"1355","Alpha Delta Alpha","January 21, 2016","Savannah, Georgia","https://en.wikipedia.org/wiki/Savannah,_Georgia","Active","","","",""
"1822","Kappa Mu Nu","January 21, 2016","North Sioux City, South Dakota","https://en.wikipedia.org/wiki/North_Sioux_City,_South_Dakota","Active","","","",""
"1823","Lambda Mu Nu","July 28, 2016","Phenix City, Alabama","https://en.wikipedia.org/wiki/Phenix_City,_Alabama","Active","","","",""
"1824","Mu Mu Nu","July 28, 2016","Spring, Texas","https://en.wikipedia.org/wiki/Spring,_Texas","Active","16","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:21-24","[","]"
"1828","Pi Mu Nu","September 20, 2016","Fort Valley, Georgia","https://en.wikipedia.org/wiki/Fort_Valley,_Georgia","Active","","","",""
"1825","Nu Mu Nu","November 1, 2016","Kokomo, Indiana","https://en.wikipedia.org/wiki/Kokomo,_Indiana","Active","","","",""
"1827","Omicron Mu Nu","January 19, 2017","West Chester, Pennsylvania","https://en.wikipedia.org/wiki/West_Chester,_Pennsylvania","Active","","","",""
"1832","Upsilon Mu Nu","September 17, 2017","Troy, Alabama","https://en.wikipedia.org/wiki/Troy,_Alabama","Active","","","",""
"1830","Sigma Mu Nu","September 22, 2017","","","Active","","","",""
"1300","Omicron Mu (Second)","December 8, 2017","","","Active","17","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:27-25","[","]"
"1105","Mu Gamma (Second)","January 2018","","","Active","16","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:21-24","[","]"
"1829","Rho Mu Nu","January 20, 2018","Canton, Michigan","https://en.wikipedia.org/wiki/Canton,_Michigan","Active","13","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:26-19","[","]"
